ARQUITETURA_ANSATZ,INPUT_EMBEDDING,DATASET,DATASET_DIVISION_INDEX,OPTIMIZER,UNSUPERVISED_METRIC,MEASURED_WIRES,MEASURE_TYPE,TRAIN_METRIC_COST,TEST_METRIC_COST,TRAIN_ACCURACY,TEST_ACCURACY,WEIGHT,BIAS,USE_BIAS
hr,amplitude,circles_50samples_high_noise,19,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,19,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,20,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,20,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,20,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,20,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,21,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,21,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,21,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,21,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,22,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,22,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,22,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,22,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,23,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,23,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,23,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,23,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,24,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,24,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,24,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,24,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,25,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,25,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,25,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,25,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,26,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,26,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,26,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,26,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,27,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,27,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,27,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,27,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,28,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,28,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,28,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,28,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,29,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,29,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,29,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,29,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,0,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,0,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,1,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,1,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,2,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,2,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,3,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,3,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,4,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,4,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,5,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,5,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,5,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,5,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,6,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,6,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,6,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,6,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,7,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,7,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,7,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,7,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,8,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,8,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,8,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,8,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,9,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,9,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,9,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,9,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,10,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,10,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,10,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,10,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,11,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,11,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,11,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,11,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,12,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
hr,amplitude,circles_50samples_low_noise,12,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 56.45418987 -55.42634811 -56.58380827],[-55.7145157],YES
hr,amplitude,circles_50samples_low_noise,12,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,12,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,1.0988768866313887,1.8499106724886596,-0.0112832947220588,-0.0355499127122678,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_low_noise,13,SPSAOptimizer(10),silhouette,1,expval,0.918775880946435,0.9173841625148488,-0.0112832947220588,-0.0355499127122678,[ 0.40895304  1.30980973 -0.88110242],[0.08114801],YES
